i,x,y,z,posErr,ok
0,-5.600000,20.225000,-8.575000,0.000000,1
1,-5.600244,20.238960,-8.575000,0.000000,1
2,-5.600974,20.252903,-8.575000,0.000000,1
3,-5.602191,20.266811,-8.575000,0.000000,1
4,-5.603893,20.280669,-8.575000,0.000000,1
5,-5.606077,20.294459,-8.575000,0.000000,1
6,-5.608741,20.308165,-8.575000,0.000000,1
7,-5.611882,20.321769,-8.575000,0.000000,1
8,-5.615495,20.335255,-8.575000,0.000000,1
9,-5.619577,20.348607,-8.575000,0.000000,1
10,-5.624123,20.361808,-8.575000,0.000000,1
11,-5.629126,20.374843,-8.575000,0.000000,1
12,-5.634582,20.387695,-8.575000,0.000000,1
13,-5.640482,20.400348,-8.575000,0.000000,1
14,-5.646821,20.412789,-8.575000,0.000000,1
15,-5.653590,20.425000,-8.575000,0.000000,1
16,-5.660781,20.436968,-8.575000,0.000000,1
17,-5.668385,20.448677,-8.575000,0.000000,1
18,-5.676393,20.460114,-8.575000,0.000000,1
19,-5.684796,20.471265,-8.575000,0.000000,1
20,-5.693582,20.482115,-8.575000,0.000000,1
21,-5.702742,20.492652,-8.575000,0.000000,1
22,-5.712264,20.502863,-8.575000,0.000000,1
23,-5.722137,20.512736,-8.575000,0.000000,1
24,-5.732348,20.522258,-8.575000,0.000000,1
25,-5.742885,20.531418,-8.575000,0.000000,1
26,-5.753735,20.540204,-8.575000,0.000000,1
27,-5.764886,20.548607,-8.575000,0.000000,1
28,-5.776323,20.556615,-8.575000,0.000000,1
29,-5.788032,20.564219,-8.575000,0.000000,1
30,-5.800000,20.571410,-8.575000,0.000000,1
31,-5.812211,20.578179,-8.575000,0.000000,1
32,-5.824652,20.584518,-8.575000,0.000000,1
33,-5.837305,20.590418,-8.575000,0.000000,1
34,-5.850157,20.595874,-8.575000,0.000000,1
35,-5.863192,20.600877,-8.575000,0.000000,1
36,-5.876393,20.605423,-8.575000,0.000000,1
37,-5.889745,20.609505,-8.575000,0.000000,1
38,-5.903231,20.613118,-8.575000,0.000000,1
39,-5.916835,20.616259,-8.575000,0.000000,1
40,-5.930541,20.618923,-8.575000,0.000000,1
41,-5.944331,20.621107,-8.575000,0.000000,1
42,-5.958189,20.622809,-8.575000,0.000000,1
43,-5.972097,20.624026,-8.575000,0.000000,1
44,-5.986040,20.624756,-8.575000,0.000000,1
45,-6.000000,20.625000,-8.575000,0.000000,1
46,-6.013960,20.624756,-8.575000,0.000000,1
47,-6.027903,20.624026,-8.575000,0.000000,1
48,-6.041811,20.622809,-8.575000,0.000000,1
49,-6.055669,20.621107,-8.575000,0.000000,1
50,-6.069459,20.618923,-8.575000,0.000000,1
51,-6.083165,20.616259,-8.575000,0.000000,1
52,-6.096769,20.613118,-8.575000,0.000000,1
53,-6.110255,20.609505,-8.575000,0.000000,1
54,-6.123607,20.605423,-8.575000,0.000000,1
55,-6.136808,20.600877,-8.575000,0.000000,1
56,-6.149843,20.595874,-8.575000,0.000000,1
57,-6.162695,20.590418,-8.575000,0.000000,1
58,-6.175348,20.584518,-8.575000,0.000000,1
59,-6.187789,20.578179,-8.575000,0.000000,1
60,-6.200000,20.571410,-8.575000,0.000000,1
61,-6.211968,20.564219,-8.575000,0.000000,1
62,-6.223677,20.556615,-8.575000,0.000000,1
63,-6.235114,20.548607,-8.575000,0.000000,1
64,-6.246265,20.540204,-8.575000,0.000000,1
65,-6.257115,20.531418,-8.575000,0.000000,1
66,-6.267652,20.522258,-8.575000,0.000000,1
67,-6.277863,20.512736,-8.575000,0.000000,1
68,-6.287736,20.502863,-8.575000,0.000000,1
69,-6.297258,20.492652,-8.575000,0.000000,1
70,-6.306418,20.482115,-8.575000,0.000000,1
71,-6.315204,20.471265,-8.575000,0.000000,1
72,-6.323607,20.460114,-8.575000,0.000000,1
73,-6.331615,20.448677,-8.575000,0.000000,1
74,-6.339219,20.436968,-8.575000,0.000000,1
75,-6.346410,20.425000,-8.575000,0.000000,1
76,-6.353179,20.412789,-8.575000,0.000000,1
77,-6.359518,20.400348,-8.575000,0.000000,1
78,-6.365418,20.387695,-8.575000,0.000000,1
79,-6.370874,20.374843,-8.575000,0.000000,1
80,-6.375877,20.361808,-8.575000,0.000000,1
81,-6.380423,20.348607,-8.575000,0.000000,1
82,-6.384505,20.335255,-8.575000,0.000000,1
83,-6.388118,20.321769,-8.575000,0.000000,1
84,-6.391259,20.308165,-8.575000,0.000000,1
85,-6.393923,20.294459,-8.575000,0.000000,1
86,-6.396107,20.280669,-8.575000,0.000000,1
87,-6.397809,20.266811,-8.575000,0.000000,1
88,-6.399026,20.252903,-8.575000,0.000000,1
89,-6.399756,20.238960,-8.575000,0.000000,1
90,-6.400000,20.225000,-8.575000,0.000000,1
91,-6.399756,20.211040,-8.575000,0.000000,1
92,-6.399026,20.197097,-8.575000,0.000000,1
93,-6.397809,20.183189,-8.575000,0.000000,1
94,-6.396107,20.169331,-8.575000,0.000000,1
95,-6.393923,20.155541,-8.575000,0.000000,1
96,-6.391259,20.141835,-8.575000,0.000000,1
97,-6.388118,20.128231,-8.575000,0.000000,1
98,-6.384505,20.114745,-8.575000,0.000000,1
99,-6.380423,20.101393,-8.575000,0.000000,1
100,-6.375877,20.088192,-8.575000,0.000000,1
101,-6.370874,20.075157,-8.575000,0.000000,1
102,-6.365418,20.062305,-8.575000,0.000000,1
103,-6.359518,20.049652,-8.575000,0.000000,1
104,-6.353179,20.037211,-8.575000,0.000000,1
105,-6.346410,20.025000,-8.575000,0.000000,1
106,-6.339219,20.013032,-8.575000,0.000000,1
107,-6.331615,20.001323,-8.575000,0.000000,1
