ix,iy,iz,x,y,z,posErr,targetDist,ok
0,0,0,-26.381260,-0.156260,-28.956260,31.177112,31.164600,0
1,0,0,-24.343134,-0.156260,-28.956260,30.183570,30.171794,0
2,0,0,-22.305008,-0.156260,-28.956260,29.268573,29.257518,0
3,0,0,-20.266882,-0.156260,-28.956260,28.437573,28.427213,0
4,0,0,-18.228756,-0.156260,-28.956260,27.695972,27.686267,0
5,0,0,-16.190630,-0.156260,-28.956260,27.048983,27.039880,0
6,0,0,-14.152504,-0.156260,-28.956260,26.501493,26.492921,0
7,0,0,-12.114378,-0.156260,-28.956260,26.057901,26.049777,0
8,0,0,-10.076252,-0.156260,-28.956260,25.721963,25.714187,0
9,0,0,-8.038126,-0.156260,-28.956260,25.496645,25.489108,0
10,0,0,-6.000000,-0.156260,-28.956260,25.383996,25.376581,0
11,0,0,-3.961874,-0.156260,-28.956260,25.385062,25.377645,0
12,0,0,-1.923748,-0.156260,-28.956260,25.499831,25.492291,0
13,0,0,0.114378,-0.156260,-28.956260,25.727240,25.719459,0
14,0,0,2.152504,-0.156260,-28.956260,26.065222,26.057090,0
15,0,0,4.190630,-0.156260,-28.956260,26.510794,26.502213,0
16,0,0,6.228756,-0.156260,-28.956260,27.060187,27.051073,0
17,0,0,8.266882,-0.156260,-28.956260,27.708992,27.699276,0
18,0,0,10.305008,-0.156260,-28.956260,28.452315,28.441942,0
19,0,0,12.343134,-0.156260,-28.956260,29.284935,29.273867,0
20,0,0,14.381260,-0.156260,-28.956260,30.201452,30.189662,0
0,1,0,-26.381260,1.881866,-28.956260,30.145283,30.133536,0
1,1,0,-24.343134,1.881866,-28.956260,29.126258,29.115319,0
2,1,0,-22.305008,1.881866,-28.956260,28.186637,28.176495,0
3,1,0,-20.266882,1.881866,-28.956260,27.332245,27.322875,0
4,1,0,-18.228756,1.881866,-28.956260,26.568883,26.560244,0
5,1,0,-16.190630,1.881866,-28.956260,25.902187,25.894223,0
6,1,0,-14.152504,1.881866,-28.956260,25.337465,25.330100,0
7,1,0,-12.114378,1.881866,-28.956260,24.879521,24.872661,0
8,1,0,-10.076252,1.881866,-28.956260,24.532472,24.526008,0
9,1,0,-8.038126,1.881866,-28.956260,24.299581,24.293390,0
10,1,0,-6.000000,1.881866,-28.956260,24.183110,24.177056,0
11,1,0,-3.961874,1.881866,-28.956260,24.184211,24.178156,0
12,1,0,-1.923748,1.881866,-28.956260,24.302875,24.296679,0
13,1,0,0.114378,1.881866,-28.956260,24.537925,24.531455,0
14,1,0,2.152504,1.881866,-28.956260,24.887081,24.880213,0
15,1,0,4.190630,1.881866,-28.956260,25.347063,25.339688,0
16,1,0,6.228756,1.881866,-28.956260,25.913738,25.905762,0
17,1,0,8.266882,1.881866,-28.956260,26.582293,26.573641,0
18,1,0,10.305008,1.881866,-28.956260,27.347410,27.338026,0
19,1,0,12.343134,1.881866,-28.956260,28.203450,28.193293,0
20,1,0,14.381260,1.881866,-28.956260,29.144610,29.133656,0
0,2,0,-26.381260,3.919992,-28.956260,29.190221,29.179230,0
1,2,0,-24.343134,3.919992,-28.956260,28.146401,28.136294,0
2,2,0,-22.305008,3.919992,-28.956260,27.182731,27.173501,0
3,2,0,-20.266882,3.919992,-28.956260,26.305409,26.297033,0
4,2,0,-18.228756,3.919992,-28.956260,25.520643,25.513081,0
5,2,0,-16.190630,3.919992,-28.956260,24.834499,24.827690,0
6,2,0,-14.152504,3.919992,-28.956260,24.252722,24.246585,0
7,2,0,-12.114378,3.919992,-28.956260,23.780534,23.774968,0
8,2,0,-10.076252,3.919992,-28.956260,23.422436,23.417317,0
9,2,0,-8.038126,3.919992,-28.956260,23.182003,23.177193,0
10,2,0,-6.000000,3.919992,-28.956260,23.061721,23.057067,0
11,2,0,-3.961874,3.919992,-28.956260,23.062859,23.058203,0
12,2,0,-1.923748,3.919992,-28.956260,23.185404,23.180589,0
13,2,0,0.114378,3.919992,-28.956260,23.428065,23.422938,0
14,2,0,2.152504,3.919992,-28.956260,23.788333,23.782757,0
15,2,0,4.190630,3.919992,-28.956260,24.262614,24.256466,0
16,2,0,6.228756,3.919992,-28.956260,24.846394,24.839572,0
17,2,0,8.266882,3.919992,-28.956260,25.534437,25.526860,0
18,2,0,10.305008,3.919992,-28.956260,26.320990,26.312599,0
19,2,0,12.343134,3.919992,-28.956260,27.199985,27.190738,0
20,2,0,14.381260,3.919992,-28.956260,28.165210,28.155087,0
0,3,0,-26.381260,5.958118,-28.956260,28.317510,28.307253,0
1,3,0,-24.343134,5.958118,-28.956260,27.249937,27.240643,0
2,3,0,-22.305008,5.958118,-28.956260,26.263146,26.254813,0
3,3,0,-20.266882,5.958118,-28.956260,25.363700,25.356306,0
4,3,0,-18.228756,5.958118,-28.956260,24.558209,24.551716,0
5,3,0,-16.190630,5.958118,-28.956260,23.853172,23.847516,0
6,3,0,-14.152504,5.958118,-28.956260,23.254775,23.249871,0
7,3,0,-12.114378,5.958118,-28.956260,22.768674,22.764408,0
8,3,0,-10.076252,5.958118,-28.956260,22.399758,22.395996,0
9,3,0,-8.038126,5.958118,-28.956260,22.151929,22.148515,0
10,3,0,-6.000000,5.958118,-28.956260,22.027906,22.024668,0
11,3,0,-3.961874,5.958118,-28.956260,22.029079,22.025840,0
12,3,0,-1.923748,5.958118,-28.956260,22.155435,22.152016,0
13,3,0,0.114378,5.958118,-28.956260,22.405558,22.401788,0
