ix,iy,iz,x,y,z,posErr,targetDist,ok
0,0,0,-14.910021,10.314979,-9.485021,6.929648,6.923087,0
1,0,0,-13.128017,10.314979,-9.485021,6.014507,6.012251,0
2,0,0,-11.346012,10.314979,-9.485021,5.243146,5.245682,0
3,0,0,-9.564008,10.314979,-9.485021,4.636734,4.644151,0
4,0,0,-7.782004,10.314979,-9.485021,4.214890,4.226527,0
5,0,0,-6.000000,10.314979,-9.485021,3.993110,4.007319,0
6,0,0,-4.217996,10.314979,-9.485021,3.980227,3.994594,0
7,0,0,-2.435992,10.314979,-9.485021,4.176770,4.188830,0
8,0,0,-0.653988,10.314979,-9.485021,4.574860,4.582848,0
9,0,0,1.128017,10.314979,-9.485021,5.159689,5.162829,0
10,0,0,2.910021,10.314979,-9.485021,5.911999,5.910308,0
0,1,0,-14.910021,12.096983,-9.485021,5.828573,5.827356,0
1,1,0,-13.128017,12.096983,-9.485021,4.850345,4.855904,0
2,1,0,-11.346012,12.096983,-9.485021,4.019669,4.033555,0
3,1,0,-9.564008,12.096983,-9.485021,3.362011,3.385374,0
4,1,0,-7.782004,12.096983,-9.485021,2.901789,2.934293,0
5,1,0,-6.000000,12.096983,-9.485021,2.658843,2.697419,0
6,1,0,-4.217996,12.096983,-9.485021,2.644708,2.683671,0
7,1,0,-2.435992,12.096983,-9.485021,2.860081,2.893556,0
8,1,0,-0.653988,12.096983,-9.485021,3.294655,3.319199,0
9,1,0,1.128017,12.096983,-9.485021,3.929415,3.944416,0
10,1,0,2.910021,12.096983,-9.485021,4.740300,4.746796,0
0,2,0,-14.910021,13.878988,-9.485021,4.851128,4.856681,0
1,2,0,-13.128017,13.878988,-9.485021,3.808861,3.825432,0
2,2,0,-11.346012,13.878988,-9.485021,2.916555,2.948722,0
3,2,0,-9.564008,13.878988,-9.485021,2.204439,2.257836,0
4,2,0,-7.782004,13.878988,-9.485021,1.702641,1.781060,0
5,2,0,-6.000000,13.878988,-9.485021,1.436460,1.534641,0
6,2,0,-4.217996,13.878988,-9.485021,1.420945,1.520525,0
7,2,0,-2.435992,13.878988,-9.485021,1.657010,1.738432,0
8,2,0,-0.653988,13.878988,-9.485021,2.131187,2.187543,0
9,2,0,1.128017,13.878988,-9.485021,2.819145,2.853601,0
10,2,0,2.910021,13.878988,-9.485021,3.691064,3.709269,0
0,3,0,-14.910021,15.660992,-9.485021,4.021321,4.035187,0
1,3,0,-13.128017,15.660992,-9.485021,2.917446,2.949593,0
2,3,0,-11.346012,15.660992,-9.485021,1.964351,2.028214,0
3,3,0,-9.564008,15.660992,-9.485021,1.197174,1.319325,0
4,3,0,-7.782004,15.660992,-9.485021,0.652478,0.870229,1
5,3,0,-6.000000,15.660992,-9.485021,0.363803,0.685916,1
6,3,0,-4.217996,15.660992,-9.485021,0.347240,0.716541,1
7,3,0,-2.435992,15.660992,-9.485021,0.602803,0.855479,1
8,3,0,-0.653988,15.660992,-9.485021,1.117880,1.251077,0
9,3,0,1.128017,15.660992,-9.485021,1.859781,1.929018,0
10,3,0,2.910021,15.660992,-9.485021,2.792087,2.827206,0
0,4,0,-14.910021,17.442996,-9.485021,3.364601,3.387920,0
1,4,0,-13.128017,17.442996,-9.485021,2.206317,2.259640,0
2,4,0,-11.346012,17.442996,-9.485021,1.198190,1.320110,0
3,4,0,-9.564008,17.442996,-9.485021,0.381478,0.640118,1
4,4,0,-7.782004,17.442996,-9.485021,0.009080,0.371856,1
5,4,0,-6.000000,17.442996,-9.485021,0.000122,1.689134,1
6,4,0,-4.217996,17.442996,-9.485021,0.000092,1.947935,1
7,4,0,-2.435992,17.442996,-9.485021,0.004753,1.387949,1
8,4,0,-0.653988,17.442996,-9.485021,0.299011,0.801201,1
9,4,0,1.128017,17.442996,-9.485021,1.087042,1.224830,0
10,4,0,2.910021,17.442996,-9.485021,2.074188,2.132984,0
0,5,0,-14.910021,19.225000,-9.485021,2.905356,2.937779,0
1,5,0,-13.128017,19.225000,-9.485021,1.705567,1.783785,0
2,5,0,-11.346012,19.225000,-9.485021,0.654601,0.863881,1
3,5,0,-9.564008,19.225000,-9.485021,0.009118,0.402904,1
4,5,0,-7.782004,19.225000,-9.485021,0.000001,2.478318,1
5,5,0,-6.000000,19.225000,-9.485021,0.000000,3.339143,1
6,5,0,-4.217996,19.225000,-9.485021,0.000000,3.527962,1
7,5,0,-2.435992,19.225000,-9.485021,0.000000,3.087385,1
8,5,0,-0.653988,19.225000,-9.485021,0.003013,1.786263,1
9,5,0,1.128017,19.225000,-9.485021,0.538447,0.837294,1
10,5,0,2.910021,19.225000,-9.485021,1.568213,1.655927,0
0,6,0,-14.910021,21.007004,-9.485021,2.663381,2.701834,0
1,6,0,-13.128017,21.007004,-9.485021,1.440445,1.538173,0
2,6,0,-11.346012,21.007004,-9.485021,0.366945,0.605021,1
3,6,0,-9.564008,21.007004,-9.485021,0.000116,1.596841,1
4,6,0,-7.782004,21.007004,-9.485021,0.000000,3.269457,1
5,6,0,-6.000000,21.007004,-9.485021,0.000000,4.029236,1
6,6,0,-4.217996,21.007004,-9.485021,0.000000,4.200576,1
7,6,0,-2.435992,21.007004,-9.485021,0.000000,3.809728,1
8,6,0,-0.653988,21.007004,-9.485021,0.000026,2.672495,1
9,6,0,1.128017,21.007004,-9.485021,0.252625,0.871500,1
10,6,0,2.910021,21.007004,-9.485021,1.300152,1.411566,0
0,7,0,-14.910021,22.789008,-9.485021,2.650160,2.688973,0
1,7,0,-13.128017,22.789008,-9.485021,1.425932,1.524915,0
2,7,0,-11.346012,22.789008,-9.485021,0.351366,0.588891,1
3,7,0,-9.564008,22.789008,-9.485021,0.000080,1.653021,1
4,7,0,-7.782004,22.789008,-9.485021,0.000000,3.309242,1
5,7,0,-6.000000,22.789008,-9.485021,0.000000,4.064635,1
6,7,0,-4.217996,22.789008,-9.485021,0.000000,4.235167,1
7,7,0,-2.435992,22.789008,-9.485021,0.000000,3.846528,1
8,7,0,-0.653988,22.789008,-9.485021,0.000017,2.717683,1
9,7,0,1.128017,22.789008,-9.485021,0.237676,0.883884,1
10,7,0,2.910021,22.789008,-9.485021,1.285475,1.398440,0
0,8,0,-14.910021,24.571012,-9.485021,2.866342,2.899670,0
1,8,0,-13.128017,24.571012,-9.485021,1.662884,1.743866,0
2,8,0,-11.346012,24.571012,-9.485021,0.608116,0.827381,1
3,8,0,-9.564008,24.571012,-9.485021,0.004444,0.609480,1
4,8,0,-7.782004,24.571012,-9.485021,0.000000,2.615175,1
5,8,0,-6.000000,24.571012,-9.485021,0.000000,3.456420,1
6,8,0,-4.217996,24.571012,-9.485021,0.000000,3.641997,1
7,8,0,-2.435992,24.571012,-9.485021,0.000000,3.210806,1
8,8,0,-0.653988,24.571012,-9.485021,0.001296,1.931959,1
9,8,0,1.128017,24.571012,-9.485021,0.491600,0.818545,1
10,8,0,2.910021,24.571012,-9.485021,1.525065,1.616063,0
0,9,0,-14.910021,26.353017,-9.485021,3.301594,3.326015,0
1,9,0,-13.128017,26.353017,-9.485021,2.137794,2.193871,0
2,9,0,-11.346012,26.353017,-9.485021,1.124012,1.255072,0
3,9,0,-9.564008,26.353017,-9.485021,0.303730,0.567953,1
4,9,0,-7.782004,26.353017,-9.485021,0.002490,0.731129,1
5,9,0,-6.000000,26.353017,-9.485021,0.000011,1.955202,1
6,9,0,-4.217996,26.353017,-9.485021,0.000008,2.197899,1
7,9,0,-2.435992,26.353017,-9.485021,0.001129,1.634557,1
8,9,0,-0.653988,26.353017,-9.485021,0.223397,0.834659,1
9,9,0,1.128017,26.353017,-9.485021,1.012184,1.161486,0
10,9,0,2.910021,26.353017,-9.485021,2.004974,2.066908,0
0,10,0,-14.910021,28.135021,-9.485021,3.936893,3.951799,0
1,10,0,-13.128017,28.135021,-9.485021,2.826322,2.860603,0
